0-mail.com;10 park-mx.above.com.;;
0sg.net;10 gourmet7.spamgourmet.com.;;
11mail.com;0 mail.11mail.com.;;
123.com;;
123india.com;10 mx.123india.com.cust.hostedemail.com.;;
123mail.cl;0 123mail-cl.mail.protection.outlook.com.;;
amele.com;;
america.hm;0 mail.america.hm.;;
ameritech.net;10 ff-ip4-mx-vip1.prodigy.net.;10 al-ip4-mx-vip1.prodigy.net.;10 ff-ip4-mx-vip2.prodigy.net.;10 al-ip4-mx-vip2.prodigy.net.;;
amnetsal.com;0 use4.bumpemail.com.;10 usw4.bumpemail.com.;;
amorki.pl;2 mx.poczta.onet.pl.;;
amrer.net;10 mx00.mail.com.;10 mx01.mail.com.;;
amuro.net;10 mx00.mail.com.;10 mx01.mail.com.;;
amuromail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
ananzi.co.za;10 mx.cloudafrica.email.;;
ancestry.com;10 mxb-002f8e01.gslb.pphosted.com.;10 mxa-002f8e01.gslb.pphosted.com.;;
andylau.net;10 mx01.mail.com.;10 mx00.mail.com.;;
angelfire.com;10 mx.angelfire.com.cust.b.hostedemail.com.;;
angelic.com;10 mx01.mail.com.;10 mx00.mail.com.;;
animail.net;10 park-mx.above.com.;;
animalhouse.com;10 mail.animalhouse.com.;;
anjungcafe.com;;
annsmail.com;0 localhost.;;
anonymous.to;10 park-mx.above.com.;;
anote.com;;
another.com;20 mailsec.protonmail.ch.;10 mail.protonmail.ch.;;
anotherwin95.com;0 mail.anotherwin95.com.;;
anti-social.com;;
antisocial.com;10 mailstore1.secureserver.net.;0 smtp.secureserver.net.;;
antispam24.de;;
anymoment.com;10 alt3.aspmx.l.google.com.;5 alt2.aspmx.l.google.com.;5 alt1.aspmx.l.google.com.;1 aspmx.l.google.com.;10 alt4.aspmx.l.google.com.;;
anytimenow.com;;
aol.com;10 mx-aol.mail.gm0.yahoodns.net.;;
apexmail.com;5 mail.h-email.net.;;
apollo.lv;10 mx.online.lv.;;
aport.ru;10 emx.mail.ru.;;
aport2000.ru;5 mx02.nicmail.ru.;10 mx01.nicmail.ru.;20 mx03.nicmail.ru.;;
appraiser.net;10 mx00.mail.com.;10 mx01.mail.com.;;
arabia.com;10 mx.linkdatacenter.net.;;
arabtop.net;10 park-mx.above.com.;;
archaeologist.com;10 mx01.mail.com.;10 mx00.mail.com.;;
arcor.de;10 mx5.vodafonemail.de.;;
arcticmail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
argentina.com;0 ezmail.mx-corpmail9-4.argentina.com.;1000 smtpin-m1.moncloud.mc.;;
aristotle.org;40 s8b2.psmtp.com.;10 s8a1.psmtp.com.;20 s8a2.psmtp.com.;30 s8b1.psmtp.com.;;
army.net;;
arnet.com.ar;5 mx-02.arnet.com.ar.;5 mx-01.arnet.com.ar.;;
artlover.com;10 mx01.mail.com.;10 mx00.mail.com.;;
asean-mail.com;;
asheville.com;30 aspmx3.googlemail.com.;10 aspmx.l.google.com.;20 alt1.aspmx.l.google.com.;20 alt2.aspmx.l.google.com.;30 aspmx2.googlemail.com.;;
asia-links.com;10 mx.stackmail.com.;;
asia-mail.com;10 mx01.mail.com.;10 mx00.mail.com.;;
asia.com;10 mx00.mail.com.;10 mx01.mail.com.;;
asiafind.com;20 mx3.friendfinder.com.;20 mx2.friendfinder.com.;20 mx1.friendfinder.com.;;
asianavenue.com;10 mail.global.frontbridge.com.;;
asiancityweb.com;10 asiancityweb.com.;;
asiansonly.net;10 mx.55mail.jp.;;
asianwired.net;0 mail.host-my-mail.com.;;
asiapoint.net;;
assala.com;;
assamesemail.com;;
astrolover.com;;
astrosfan.com;10 ob-mail-com.mr.outblaze.com.;20 ob-mail-com-bk.mr.outblaze.com.;;
astrosfan.net;;
asurfer.com;20 mx3-hosting.jellyfish.systems.;10 mx2-hosting.jellyfish.systems.;5 mx1-hosting.jellyfish.systems.;0 sitemail.everyone.net.;;
atheist.com;10 mx00.mail.com.;10 mx01.mail.com.;;
athenachu.net;10 mx00.mail.com.;10 mx01.mail.com.;;
atina.cl;0 mx4.netglobalis.net.;0 mx3.netglobalis.net.;;
atl.lv;;
atozasia.com;;
atrus.ru;;
att.net;5 al-ip4-mx-vip2.prodigy.net.;5 ff-ip4-mx-vip2.prodigy.net.;5 al-ip4-mx-vip1.prodigy.net.;5 ff-ip4-mx-vip1.prodigy.net.;;
attglobal.net;120 mx4c45.carrierzone.com.;10 mx1c45.carrierzone.com.;100 mx2c45.carrierzone.com.;110 mx3c45.carrierzone.com.;;
attymail.com;;
au.ru;5 mx5.au.ru.;10 mx10.au.ru.;;
auctioneer.net;10 mx01.mail.com.;10 mx00.mail.com.;;
ausi.com;0 sitemail.everyone.net.;;
aussiemail.com.au;10 sitemail.everyone.net.;;
austin.rr.com;10 pkvw-mx.msg.pkvw.co.charter.net.;;
australia.edu;10 mxb.mailgun.org.;10 mxa.mailgun.org.;;
australiamail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
autoescuelanerja.com;;
autograf.pl;2 mx.poczta.onet.pl.;;
autorambler.ru;5 inmx.rambler.ru.;10 inmx.rambler.ru.;;
avh.hu;10 mail.index.hu.;;
awsom.net;;
axoskate.com;10 mx.55mail.jp.;;
bachelorboy.com;;
bachelorgal.com;;
backpackers.com;5 alt2.aspmx.l.google.com.;1 aspmx.l.google.com.;10 aspmx2.googlemail.com.;10 aspmx3.googlemail.com.;5 alt1.aspmx.l.google.com.;;
backstreet-boys.com;10 mx01.5ax.org.;;
bagherpour.com;10 mx4.pub.mailpod9-cph3.one.com.;10 mx1.pub.mailpod9-cph3.one.com.;10 mx2.pub.mailpod9-cph3.one.com.;10 mx3.pub.mailpod9-cph3.one.com.;;
baldmama.de;10 mx00.emig.gmx.net.;10 mx01.emig.gmx.net.;;
baldpapa.de;10 mx01.emig.gmx.net.;10 mx00.emig.gmx.net.;;
ballyfinance.com;;
bangkok.com;10 inbound-smtp.us-east-1.amazonaws.com.;;
bangkok2000.com;10 mx.55mail.jp.;;
bannertown.net;10 mta1.mailgenie.net.;;
baptistmail.com;;
baptized.com;10 mx01.mail.com.;10 mx00.mail.com.;;
barcelona.com;10 smtp.ambika.fr.;;
bartender.net;10 mx01.mail.com.;10 mx00.mail.com.;;
baseballmail.com;10 mx01.mail.com.;10 mx00.mail.com.;;
basketballmail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
batuta.net;10 mail.applied-info-mgmt.com.;;
bboy.zzn.com;20 mx1.emailsrvr.com.;40 mx2.emailsrvr.com.;;
beeebank.com;;
beenhad.com;0 localhost.;;
beep.ru;;
beer.com;1 aspmx.l.google.com.;10 aspmx2.googlemail.com.;5 alt1.aspmx.l.google.com.;5 alt2.aspmx.l.google.com.;10 aspmx3.googlemail.com.;;
beethoven.com;;
belice.com;0 localhost.;;
bell.net;0 mx.bell.net.;;
bellair.net;10 mx00.mail.com.;10 mx01.mail.com.;;
bellsouth.net;10 ff-ip4-mx-vip2.prodigy.net.;10 al-ip4-mx-vip1.prodigy.net.;10 al-ip4-mx-vip2.prodigy.net.;10 ff-ip4-mx-vip1.prodigy.net.;;
berlin.com;10 mx00.mail.com.;10 mx01.mail.com.;;
berlin.de;10 mailin.berlin.de.;50 secondary.snafu.de.;;
bestmail.us;10 in1-smtp.messagingengine.com.;20 in2-smtp.messagingengine.com.;;
betriebsdirektor.de;10 mx01.emig.gmx.net.;10 mx00.emig.gmx.net.;;
bettergolf.net;10 mail.computer.com.;;
bharatmail.com;10 mail1.namebrightmail.com.;10 mail2.namebrightmail.com.;;
bigassweb.com;;
bigblue.net.au;10 mx-10.au-east.atmailcloud.com.;20 mx-20.au-east.atmailcloud.com.;;
bigfoot.com;10 aspmx.l.google.com.;20 alt1.aspmx.l.google.com.;20 alt2.aspmx.l.google.com.;30 aspmx2.googlemail.com.;30 aspmx3.googlemail.com.;;
bigfoot.de;50 aspmx3.googlemail.com.;10 aspmx.l.google.com.;20 alt1.aspmx.l.google.com.;30 alt2.aspmx.l.google.com.;40 aspmx2.googlemail.com.;;
bigger.com;10 mx01.mail.com.;10 mx00.mail.com.;;
biggerbadder.com;;
bigmailbox.com;0 mail.bigmailbox.com.;;
bigmir.net;10 mx8.bigmir.net.;10 mx12.bigmir.net.;10 mx13.bigmir.net.;20 mx1.bigmir.net.;;
bigpond.com;10 extmail.bigpond.com.;;
bigpond.com.au;10 extmail.bigpond.com.;;
bigpond.net.au;0 extmail.bpbb.bigpond.com.;;
bigramp.com;0 localhost.;;
bikemechanics.com;10 mx3.freeola.com.;10 mx4.freeola.com.;10 mx5.freeola.com.;10 mx2.freeola.com.;;
bikeracer.com;;
bikerider.com;10 mx01.mail.com.;10 mx00.mail.com.;;
billsfan.com;15 mailin-02.mx.aol.com.;15 mailin-03.mx.aol.com.;15 mailin-04.mx.aol.com.;15 mailin-01.mx.aol.com.;;
billsfan.net;10 mx02.5ax.org.;;
bin-wieder-da.de;10 mx00.emig.gmx.net.;10 mx01.emig.gmx.net.;;
bio-muesli.info;10 plant.blueberrymail.net.;;
birdlover.com;10 mx01.mail.com.;10 mx00.mail.com.;;
bisons.com;10 mxb-00192701.gslb.pphosted.com.;10 mxa-00192701.gslb.pphosted.com.;;
bitmail.com;;
bitpage.net;;
bizhosting.com;10 mx-ws.dca.untd.com.;10 mx-ws.vgs.untd.com.;;
bk.ru;10 mxs.mail.ru.;;
blackplanet.com;10 mailer.blackplanet.com.;;
blader.com;10 mx00.mail.com.;10 mx01.mail.com.;;
blazemail.com;1 mail.h-email.net.;;
bleib-bei-mir.de;10 mx00.emig.gmx.net.;10 mx01.emig.gmx.net.;;
blockfilter.com;;
bluebottle.com;;
bluehyppo.com;;
bluemail.ch;42 mx-v01.bluewin.ch.;10 mxbw-bluewin-ch.hdb-cs04.ellb.ch.;42 mx-v02.bluewin.ch.;;
bluemail.dk;10 banana.beta-inter.net.;;
bluesfan.com;10 bluesfan-com.mr.outblaze.com.;20 bluesfan-com-bk.mr.outblaze.com.;;
blushmail.com;10 mail2.namebrightmail.com.;10 mail1.namebrightmail.com.;;
bmail.ag;10 smtp.bmail.ag.;;
boardermail.com;10 mx01.mail.com.;10 mx00.mail.com.;;
bodhi.lawlita.com;;
bol.com.br;20 mx3.bol.com.br.;;
bolando.com;;
bolt.com;10 alt4.aspmx.l.google.com.;5 alt1.aspmx.l.google.com.;5 alt2.aspmx.l.google.com.;1 aspmx.l.google.com.;10 alt3.aspmx.l.google.com.;;
boltonfans.com;10 mx5.freeola.com.;10 mx3.freeola.com.;10 mx4.freeola.com.;10 mx2.freeola.com.;;
bombdiggity.com;20 alt2.aspmx.l.google.com.;10 aspmx.l.google.com.;30 aspmx3.googlemail.com.;20 alt1.aspmx.l.google.com.;30 aspmx2.googlemail.com.;;
bornnaked.com;;
bostonoffice.com;0 localhost.;;
bounce.net;10 park-mx.above.com.;;
box.az;10 mx01.box.az.;;
box.ua;0 box.ua.;;
boxbg.com;;
boxemail.com;;
boxfrog.com;;
bradfordfans.com;10 mx3.freeola.com.;10 mx2.freeola.com.;10 mx4.freeola.com.;10 mx5.freeola.com.;;
brasilia.net;10 mta-in.v.inova.com.br.;;
brazilmail.com;10 mx01.mail.com.;10 mx00.mail.com.;;
breathe.com;5 mx1c26.carrierzone.com.;100 mx2c26.carrierzone.com.;110 mx3c26.carrierzone.com.;120 mx4c26.carrierzone.com.;;
bresnan.net;5 mx0.bresnan.net.;;
brew-master.com;10 mx01.mail.com.;10 mx00.mail.com.;;
brew-meister.com;10 mx00.mail.com.;10 mx01.mail.com.;;
briefemail.com;;
bright.net;10 iw-mta.cniteam.com.;;
britneyclub.com;;
broadcast.net;;
brokenvalve.com;;
bsdmail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
buerotiger.de;10 mx00.emig.gmx.net.;10 mx01.emig.gmx.net.;;
buffymail.com;;
bullsfan.com;10 smtp.secureserver.net.;0 mailstore1.secureserver.net.;;
busta-rhymes.com;;
buyersusa.com;10 netserver.buyersusa.com.;;
bvimailbox.com;10 mail.host-my-mail.com.;;
byom.de;10 smtp.byom.de.;;
c3.hu;10 mail.c3.hu.;30 mail01.c3.hu.;;
c4.com;;
cabacabana.com;10 mailer.mxnetworks.org.;;
cableone.net;50 mx.cableone.net.;;
caere.it;10 mx.generic-isp.com.;;
californiamail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
callnetuk.com;10 mx-ironport.core.plus.net.;20 mx-ironport.last.plus.net.;;
callsign.net;1 aspmx.l.google.com.;5 alt1.aspmx.l.google.com.;;
caltanet.it;10 mail-in.panservice.it.;;
camidge.com;10 mx3.freeola.com.;10 mx5.freeola.com.;10 mx2.freeola.com.;10 mx4.freeola.com.;;
canada-11.com;;
canada.com;;
canadianmail.com;;
canoemail.com;;
caramail.com;10 mx00.caramail.com.;10 mx01.caramail.com.;;
care2.com;10 mail.care2.com.;;
careerbuildermail.com;10 relay.careerbuilder.com.;;
carioca.net;10 mta-in.v.inova.com.br.;;
cartestraina.ro;10 mail.cartestraina.ro.;;
casablancaresort.com;10 d230709a.ess.barracudanetworks.com.;20 d230709b.ess.barracudanetworks.com.;;
cash4u.com;10 mx00.mail.com.;10 mx01.mail.com.;;
cashette.com;10 park-mx.above.com.;;
casino.com;20 mx2.hc1565-46.eu.iphmx.com.;5 mx1.hc1565-46.eu.iphmx.com.;;
catchamail.com;;
catholic.org;10 mx1.emailsrvr.com.;20 mx2.emailsrvr.com.;;
catlover.com;10 mx01.mail.com.;10 mx00.mail.com.;;
cd2.com;10 mx3.freeola.com.;10 mx5.freeola.com.;10 mx2.freeola.com.;10 mx4.freeola.com.;;
celineclub.com;10 mailer.mxnetworks.org.;;
celtic.com;1 aspmx.l.google.com.;5 alt1.aspmx.l.google.com.;5 alt2.aspmx.l.google.com.;10 alt3.aspmx.l.google.com.;10 alt4.aspmx.l.google.com.;;
center-mail.de;10 mail.center-mail.de.;;
centermail.at;10 mail.centermail.at.;;
centermail.de;100 static.51.2.69.159.clients.your-server.de.;;
centermail.info;10 inbound-smtp.us-east-1.amazonaws.com.;;
centoper.it;5 mx4.ovh.net.;1 mx3.ovh.net.;100 mxb.ovh.net.;;
centralpets.com;0 centralpets.com.;;
centrum.cz;10 centrum-cz-10mx2.eco-mx.cz.;20 centrum-cz-20mx1.eco-mx.cz.;20 centrum-cz-20mx2.eco-mx.cz.;10 centrum-cz-10mx1.eco-mx.cz.;;
centrum.sk;10 nm-sk-10mx1.eco-mx.cz.;10 nm-sk-10mx2.eco-mx.cz.;20 nm-sk-20mx1.eco-mx.cz.;20 nm-sk-20mx2.eco-mx.cz.;;
centurytel.net;100 mx.centurylink.net.;;
certifiedmail.com;100 mail.certifiedmail.com.;;
cfl.rr.com;10 pkvw-mx.msg.pkvw.co.charter.net.;;
cgac.es;20 alt2.aspmx.l.google.com.;40 alt4.aspmx.l.google.com.;10 aspmx.l.google.com.;40 alt3.aspmx.l.google.com.;30 mail.cgac.es.;20 alt1.aspmx.l.google.com.;;
cghost.s-a-d.de;;
chaiyomail.com;10 mailer.mxnetworks.org.;;
chandrasekar.net;20 alt2.aspmx.l.google.com.;10 aspmx.l.google.com.;30 aspmx5.googlemail.com.;30 aspmx3.googlemail.com.;30 aspmx4.googlemail.com.;30 aspmx2.googlemail.com.;20 alt1.aspmx.l.google.com.;;
charmedmail.com;10 mx.55mail.jp.;;
charter.com;0 charter-com.mail.protection.outlook.com.;;
charter.net;10 mx0.charter.net.;;
chat.ru;;
chattown.com;;
check.com;10 wh3.megaspace.de.;;
check1check.com;30 aspmx3.googlemail.com.;20 alt1.aspmx.l.google.com.;30 aspmx2.googlemail.com.;10 aspmx.l.google.com.;20 alt2.aspmx.l.google.com.;;
cheerful.com;10 mx00.mail.com.;10 mx01.mail.com.;;
chef.net;10 mx00.mail.com.;10 mx01.mail.com.;;
chek.com;10 mail2.chek.com.;;
chemist.com;10 mx00.mail.com.;10 mx01.mail.com.;;
cheyenneweb.com;10 jubjub-mx1.titanhq.com.;;
chez.com;20 mx2.free.fr.;10 mx1.free.fr.;;
chickmail.com;0 localhost.;;
china.com;10 mx-china-com.icoremail.net.;;
chinamail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
chirk.com;;
chocaholic.com.au;;
churchusa.com;;
cia-agent.com;100 mail.cia-agent.com.;;
cia.hu;10 inmail1.index.hu.;;
cicciociccio.com;1 mx3.dada.it.;;
cincinow.net;20 mail2.cincinow.net.;10 mail.cincinow.net.;;
citiz.net;10 bent-hw.21cn.net.;5 mta.bnet.cn.;;
citlink.net;1 mta5.am0.yahoodns.net.;1 mta7.am0.yahoodns.net.;1 mta6.am0.yahoodns.net.;;
city-of-bath.org;;
city-of-birmingham.com;10 mx.generic-isp.com.;;
city-of-brighton.org;;
city-of-cambridge.com;;
city-of-coventry.com;;
city-of-edinburgh.com;10 mx.generic-isp.com.;;
city-of-lichfield.com;;
city-of-lincoln.com;;
city-of-liverpool.com;10 mta1.mailgenie.net.;;
city-of-manchester.com;10 mx.generic-isp.com.;;
city-of-nottingham.com;;
city-of-oxford.com;10 mta1.mailgenie.net.;;
city-of-swansea.com;10 mx.stackmail.com.;;
city-of-westminster.com;;
city-of-westminster.net;;
city-of-york.net;;
cityofcardiff.net;;
cityoflondon.org;;
claramail.com;5 mx-vh.clara.net.;;
classicmail.co.za;1 mx.dka.mailcore.net.;;
clerk.com;1 ASPMX.L.GOOGLE.com.;5 ALT1.ASPMX.L.GOOGLE.com.;5 ALT2.ASPMX.L.GOOGLE.com.;10 ALT3.ASPMX.L.GOOGLE.com.;10 ALT4.ASPMX.L.GOOGLE.com.;;
cliffhanger.com;10 mx01.mail.com.;10 mx00.mail.com.;;
club4x4.net;10 mx3.freeola.com.;10 mx2.freeola.com.;10 mx5.freeola.com.;10 mx4.freeola.com.;;
clubalfa.com;10 mx3.freeola.com.;10 mx4.freeola.com.;10 mx2.freeola.com.;10 mx5.freeola.com.;;
clubbers.net;;
clubducati.com;;
clubhonda.net;10 mx5.freeola.com.;10 mx3.freeola.com.;10 mx2.freeola.com.;10 mx4.freeola.com.;;
clubmember.org;10 mx00.mail.com.;10 mx01.mail.com.;;
clubnetnoir.com;10 mx.55mail.jp.;;
clubvdo.net;;
cluemail.com;10 in1-smtp.messagingengine.com.;20 in2-smtp.messagingengine.com.;;
cmpmail.com;10 mx00.mail.com.;10 mx01.mail.com.;;
cnnsimail.com;0 mx7602.piscesdns.net.;0 mx7002.piscesdns.net.;0 mx3001.piscesdns.net.;0 mx7601.piscesdns.net.;0 mx7603.piscesdns.net.;0 mx7606.piscesdns.net.;0 mx3002.piscesdns.net.;;
cntv.cn;10 mxcom.263xmail.com.;5 mxwcom.263xmail.com.;;
codec.ro;5 mail.codec.ro.;;
coder.hu;10 inmail1.index.hu.;;
coid.biz;10 mta1.mailgenie.net.;;
coldmail.com;;
collectiblesuperstore.com;10 mx.55mail.jp.;;
collector.org;10 mx00.mail.com.;10 mx01.mail.com.;;
collegeclub.com;;
collegemail.com;0 collegemail.com.;;
colleges.com;;
columbus.rr.com;10 pkvw-mx.msg.pkvw.co.charter.net.;;
columbusrr.com;10 park-mx.above.com.;;
columnist.com;10 mx00.mail.com.;10 mx01.mail.com.;;
comcast.com;5 mxb-00143702.gslb.pphosted.com.;5 mxa-00143702.gslb.pphosted.com.;;
comcast.net;50 mx1c1.comcast.net.;5 mx1.mxge.comcast.net.;50 mx2c1.comcast.net.;50 mx1h1.comcast.net.;50 mx2h1.comcast.net.;50 mx1a1.comcast.net.;5 mx2.mxge.comcast.net.;50 mx2a1.comcast.net.;;
comic.com;10 mx00.mail.com.;10 mx01.mail.com.;;
communityconnect.com;10 mailer.communityconnect.com.;;
comprendemail.com;10 mx.generic-isp.com.;;
compuserve.com;10 mx-aol.mail.gm0.yahoodns.net.;;
computer-freak.com;10 mx.generic-isp.com.;;
computer4u.com;10 mx00.mail.com.;10 mx01.mail.com.;;
computermail.net;20 sitemail2.everyone.net.;10 sitemail.everyone.net.;;
conexcol.com;;
conk.com;5 alt1.aspmx.l.google.com.;5 alt2.aspmx.l.google.com.;1 aspmx.l.google.com.;10 alt3.aspmx.l.google.com.;10 alt4.aspmx.l.google.com.;;
